"wvl","rad"
2005.00024,0.0539342066044043
2010.00024,0.107876311761977
2015.00012,0.0862545423897119
2019.99988,0.172127924683387
2024.99988,0.348349269223769
2029.99976,0.463374553545133
2035,0.566755055173317
2039.99963,0.534586649453025
2044.99988,0.509983857146125
2050.00049,0.386259971117061
2055.00049,0.286367696834062
2059.99976,0.356886487877639
2065.00024,0.337008884975229
2069.99951,0.359662390809061
2075,0.44244049100214
2080.00049,0.529319572628904
2085,0.534611432357212
2089.99927,0.563534491320683
2095,0.573392357374766
2099.99927,0.554517544883762
2104.99976,0.596690886648636
2109.99951,0.591280080743753
2114.99976,0.582861734186709
2119.99951,0.563430187627755
2125.00024,0.570232310625276
2129.99976,0.592200611742557
2135.00049,0.597552861360294
2139.99927,0.596830991173972
2145,0.591589274791902
2149.99951,0.535372346824506
2155,0.527706111985026
2160,0.523797834867791
2164.99927,0.492134229915639
2169.99951,0.518399912509504
2175,0.510287334362025
2180.00024,0.509655352727454
2184.99951,0.465946779652019
2189.99976,0.503356544751759
2195,0.481291981841974
2199.99951,0.437813356165654
2204.99927,0.46162222880085
2210.00024,0.503699945823617
2214.99951,0.493229214600652
2219.99951,0.4994954819562
2224.99927,0.489990181829925
2229.99976,0.49357666540136
2234.99902,0.480017506528868
2239.99976,0.476640497338898
2245,0.459564798752894
2249.99976,0.459329915397684
2254.99951,0.442712484742844
2259.99927,0.432403994647714
2264.99976,0.426489139461569
2269.99927,0.416710568531947
2274.99902,0.414604315907523
2279.99902,0.418348413179912
2284.99976,0.407173561736261
2289.99927,0.387671752041497
2294.99902,0.356686759517015
2299.99927,0.361617239040026
2304.99976,0.373881979758275
2309.99976,0.403698611370709
2314.99951,0.36089057902219
2319.99976,0.298111326851151
2324.99951,0.337902285400717
2329.99951,0.356201605187029
2334.99951,0.339254146399264
2339.99976,0.272664950092336
2344.99951,0.271987982935215
2349.99927,0.222739731534337
2354.99951,0.243653354946248
2359.99927,0.288659248392359
2364.99951,0.270194408667376
2369.99976,0.181582315047053
2374.99951,0.201246778479348
2379.99976,0.178791554993976
2385,0.149459600906603
2389.99878,0.175853542445791
2394.99951,0.191210429406652
2400,0.201193975026936
2405.00024,0.151491288608722
2409.99951,0.133117766230583
2414.99976,0.0865269210887596
2420.00024,0.0993413704849569
2424.99976,0.137634551101232
2429.99927,0.161687714005995
2434.99951,0.078044703484113
2440,0.144228226461583
2444.99976,0.0741315123578109
2449.99927,0.0293037677375719
2454.99927,0.0698796782618149
2459.99976,0.0937387594002751
2464.99951,0.0562860702100761
2469.99927,0.0340394152577262
2475.00024,0.0250379859573253
2480.00049,0.012243629973335
2484.99976,0.00251357741244143
2490,0.0020124985344868
2495,0.00194307001622872
2499.99976,0.00475693482295732
2504.99927,0.00199277953421761
