"wvl","ref_rad","signal","noise_rad","SNR"
2309.99976,0.403,181677.662811843,0.000465255836594351,769.176892669519
2314.99951,0.361,162734.361079697,0.000444096820671476,720.216979424423
2319.99976,0.298,134330.941465565,0.000411146662231661,640.725202968007
2324.99951,0.338,152337.431286578,0.000430775623799473,692.044883177452
2329.99951,0.357,161974.615040349,0.000440415731606467,718.189286523105
2334.99951,0.339,154488.570433186,0.00043130618082172,697.954137783227
2339.99976,0.273,124969.38734503,0.00039662261642485,612.597375263488
2344.99951,0.272,124497.717074129,0.000395215358864042,611.150472507549
2349.99927,0.223,102067.432170228,0.000366735957130854,538.747459239463
2354.99951,0.244,111658.984961429,0.000377997235660449,570.62863818866
2359.99927,0.288,131765.115630176,0.000401215654308195,633.116084500724
2364.99951,0.27,123514.600211704,0.00039070989762315,608.123967079973
2369.99976,0.181,82806.2937481101,0.000338340910639532,469.697906397464
2374.99951,0.201,91934.0657387074,0.000349820259184318,503.332882453862
2379.99976,0.179,82237.6202615992,0.000336146780326902,467.539753506371
2385,0.15,69225.8400695939,0.000317291572726313,416.021134333307
2389.99878,0.176,81385.1256291433,0.000333583873290885,464.29102963543
2394.99951,0.191,88300.3275266624,0.000342137277476019,490.148395033495
2400,0.201,92902.4795692306,0.000347431644383133,506.793214857052
2405.00024,0.151,69793.2124120223,0.000315459218088786,418.355094543016
2409.99951,0.133,61326.9379632332,0.000302576459824512,382.415909694724
2414.99976,0.0865,39805.9239922486,0.000268444402873763,279.048532232673
2420.00024,0.0991,45479.3751223748,0.000277096220847202,308.283525985384
2424.99976,0.138,63438.5576483686,0.000303781411534758,391.584196672908
2429.99927,0.162,74441.5935706924,0.000318676360371876,437.183502225963
2434.99951,0.078,36031.5626561014,0.000259974169543641,258.625635116081
2440,0.144,66449.9955115087,0.000306221693438337,404.412889921325
2444.99976,0.0739,34202.1111564475,0.000255831660444766,248.421168394524
2449.99927,0.0292,13548.5272654712,0.000217628565248055,115.120956193612
2454.99927,0.0698,32365.4079851207,0.000251673232874632,237.960943704461
2459.99976,0.0939,43302.8876468516,0.00026915224351957,297.240052681868
2464.99951,0.0562,25934.9268912181,0.000239468918186458,199.483137005717
2469.99927,0.0341,15756.8542397199,0.000220165859490755,131.341026370232
2475.00024,0.0248,11527.721101384,0.000211427495770659,99.7031986892849
2480.00049,0.0125,5841.78086379693,0.000199332431407347,53.1774858469385
2484.99976,0.00289,1401.7508038962,0.000189340482696195,12.9129293568085
2490,0.00158,797.319680974005,0.000187619490765602,7.10757712089733
2495,0.00188,938.479120425161,0.000187556851880749,8.45994152753671
