"wvl","ref_rad","signal","noise_rad","SNR"
380,12.72848,170067.142425406,0.00275366110518807,739.581496126376
385,12.72848,170151.037396998,0.00271843849984462,739.799646052301
390,12.72848,165816.463864771,0.00265594419356816,728.452414280875
395,12.72848,174569.505900816,0.00267715178808637,751.208746903939
400,12.72848,185727.537122483,0.00271113802196431,779.350834550694
405,12.16292,190517.496057494,0.0027057620169676,791.153806793067
410,12.49905,207205.206492173,0.00276727768776244,831.078575948619
415,12.57597,215608.634516126,0.00277977020918232,850.53158429792
420,11.78774,213233.540509303,0.00273395395009523,845.075331250376
425,11.3181,211403.788468624,0.00269206278290701,840.849631878065
430,9.65021,180553.02419532,0.00249308746549351,766.415782216356
435,11.35061,214828.873937582,0.00264793771009538,848.74382483833
440,11.85074,224579.2925257,0.00266720266578782,870.854348562946
445,12.51671,234997.634930993,0.00268839887712596,893.918064185905
450,13.59433,252717.344051906,0.00274243971464048,931.919861850106
455,13.35395,242997.697174005,0.00266710105402397,911.258647786563
460,13.41314,244045.112781506,0.00264296532726273,913.506195141998
465,13.35616,245649.52383332,0.00262188536471252,916.938944912109
470,13.251,243599.260251092,0.0025847106443553,912.550116645
475,13.22492,245705.854642514,0.00256693966068702,917.059249990303
480,13.11512,248996.886060112,0.00255472101234392,924.062388258227
485,12.24755,242780.38478758,0.00250116939922934,910.791688360615
490,12.26285,248229.541860203,0.00249927459253919,922.433976195374
495,12.44326,262570.180225888,0.00253455055142362,952.434126296709
500,11.73082,255193.598475847,0.00247856620242,937.115320031467
505,11.69069,262051.904682538,0.00248224218153552,951.365421781351
510,11.73846,268357.871435857,0.00248331856683241,964.292649353678
515,11.07565,263208.484241362,0.00243867834112245,953.748783010664
520,10.73431,260026.902566162,0.00240258067823072,947.178898348513
525,10.90673,269259.039832713,0.00241587382126578,966.126707220618
530,10.99982,276704.432968117,0.0024215948714018,981.155497172249
535,10.90819,276988.080345309,0.00240003265297513,981.723743249596
540,10.7696,273469.418270753,0.00236463206055729,974.652436817946
545,10.72964,272407.726753181,0.00233898411360009,972.50924740095
550,10.63231,274982.720455223,0.00232721212721131,977.699588875254
555,10.60471,279348.18521669,0.00232210547533339,986.439842777223
560,10.22612,271803.292165672,0.00227413903655944,971.287104477909
565,10.11712,266283.701236958,0.00223406066084519,960.058729644597
570,9.78146,259728.388868111,0.00219074218820414,946.560271293212
575,9.76622,256663.140220353,0.00216060880180906,940.185820912672
580,9.84597,261008.427578348,0.00215754272516095,949.210291929318
585,9.81861,262526.724295785,0.00214446636412238,952.344561876958
590,8.76978,238765.129282483,0.00204146619522265,902.123093838025
595,8.93507,242989.713940458,0.00203951923309812,911.241497427247
600,9.13504,255331.113020341,0.00206595069722809,937.403047709897
605,9.39402,272248.373666569,0.0021064836034868,972.187182758115
610,9.25103,267840.76148859,0.00207448309654819,963.238738037884
615,8.91713,267520.003652709,0.00205654977960509,962.584460454994
620,9.05549,268944.624150716,0.0020446639337133,965.487182245573
625,8.81139,271065.772971078,0.002035227655276,969.793897446001
630,8.53255,266950.686676014,0.00200573319425539,961.422140054818
635,8.68995,276456.511716142,0.00202038575408615,980.658567797203
640,8.78053,288944.75815035,0.00204360846147841,1005.40003563775
645,8.4847,281392.122244024,0.00200444810999112,990.506958051807
650,8.11539,271231.917374604,0.00195746997038026,970.130468786246
655,7.95337,274729.374621506,0.00195336488916938,977.19008393341
660,8.42796,295786.694535216,0.0020021011015552,1018.71295031789
665,8.61258,299521.50258721,0.00199802392487498,1025.91065826615
670,8.58466,303322.447281123,0.00199413941319103,1033.18674029067
675,8.50832,305392.223222557,0.00198530235046131,1037.12839483697
680,8.39646,308627.532147632,0.00197987731131294,1043.26119007357
685,7.69286,284847.642946394,0.00189747734743711,997.347115925307
690,6.88602,252661.825181129,0.00178837879188242,931.803065191773
695,7.19974,266085.00899145,0.00181559219097845,959.652221824678
700,7.15847,268664.863426671,0.00181017146050897,964.917809227248
705,7.36465,278375.875604471,0.00182526713590824,984.499509495547
710,7.47454,279868.660063843,0.00181663935032779,987.47701335233
715,6.74667,256517.344172046,0.00173712744124575,939.881612156875
720,5.27877,202117.860150132,0.00155960043834767,819.095909817398
725,5.34802,202783.116693802,0.00155095924361384,820.671958493393
730,5.4422,206030.642967581,0.00155054769885742,828.326146268463
735,6.47292,246722.143607848,0.00166184065333994,919.227193611998
740,6.88112,261825.049734793,0.00169332914372181,950.897281824929
745,7.16703,272198.317913632,0.00171049780343565,972.085995468834
750,7.1327,272712.499029682,0.00170048710232176,973.124934461798
755,7.02523,268063.865867899,0.00167667704771848,963.69357605192
760,3.90678,150077.049869159,0.00131012044853667,685.860144388741
765,3.85909,147923.364060197,0.00129421485590348,679.850425133445
770,6.4774,247689.818122983,0.00158896458460256,921.28699039957
775,6.72125,258681.567252574,0.00160845194130634,944.387868229566
780,6.71032,259926.909788374,0.00160145470875564,946.971719967263
785,6.48293,248257.327638111,0.00156013159761461,922.492988540521
790,6.02416,230069.959147966,0.00150078862665095,883.079186812255
795,5.96203,229138.422395623,0.00148878821179676,881.016245028582
800,5.85099,224228.829005794,0.00146599447826172,870.068638670745
805,5.80631,223907.332920247,0.00145600681252039,869.347292275993
810,5.48368,216684.779882108,0.00142718251712315,852.99318439938
815,4.30165,171035.147748982,0.00128685165776189,742.095092499543
820,4.16276,165029.398059486,0.00126079103934523,726.375086291547
825,4.34904,171887.00848531,0.00127380044716309,744.300822088354
830,4.49382,181961.853308417,0.00129569327070024,769.956950892278
835,4.86497,199958.411546959,0.00133882779277349,813.960754237473
840,5.28187,218389.973943363,0.00138075163076533,856.880306086766
845,5.44173,226337.548463009,0.00139342314944595,874.786327817702
850,5.28426,227010.320951607,0.0013869662279699,876.286513319755
855,5.09106,221910.952138385,0.00136569163563747,864.855498253588
860,5.4299,240113.526633875,0.00140390771648949,905.042820889368
865,5.20254,229421.111291774,0.00136902308759166,881.642750176913
870,5.21463,237263.571775348,0.00138072685094622,898.861305659031
875,5.25456,244494.426969485,0.00139053797033809,914.468750314548
880,5.1659,239745.523170157,0.00137110348422705,904.246845159858
885,5.09923,241962.25965746,0.00136872248516758,909.031694505743
890,4.93951,235708.660888781,0.00134592764806976,895.471938427354
895,3.82877,188257.696712667,0.00121841376851958,785.605452540991
900,2.99258,149156.929160781,0.0011036617748614,683.298250584697
905,3.43336,170705.627982366,0.00115797806757861,741.240291186891
910,2.78277,142468.467855493,0.00107220044342665,664.417856164351
915,2.69456,136544.706479626,0.00104901795206418,647.29980899169
920,3.1639,165034.099726907,0.00112376133590616,726.387511225216
925,2.97682,157331.693259464,0.00109663139723279,705.773336376313
930,1.47997,78057.7998290265,0.000845573398335108,451.566074277891
935,0.47628,25673.8228841618,0.000630100736715891,198.040333439992
940,0.88982,48554.5576060399,0.000725899222551308,323.615830823398
945,0.78592,42791.3243381725,0.000698529776652476,294.777755912963
950,0.95126,52456.1235632468,0.000733679004916076,342.292253584013
955,1.07347,59501.4290344815,0.000756750993827087,374.490529000553
960,1.37531,74299.1427228328,0.00080615292523151,436.740163039029
965,1.91108,107816.964970707,0.000910814027543895,558.124122627768
970,2.88935,165063.127470038,0.00106591044841659,726.464217655704
975,2.55964,145888.938549996,0.00100998852384178,674.130669732898
980,2.96759,171279.085875746,0.00107080229417653,742.727321677637
985,3.55754,201749.078714249,0.00113914875868808,818.221038201751
990,3.87033,223965.194254009,0.00118405385451689,869.477157709229
995,3.97719,236526.555483405,0.00120567080884926,897.256259386848
1000,3.929,231382.249890606,0.00118848582939262,885.977749131537
1005,3.80572,228605.10659169,0.00117653651168172,879.833162610795
1010,3.85499,232716.041050776,0.00117959257293208,888.914786394108
1015,3.83577,229280.594754602,0.00116640162648274,881.331384199004
1020,3.77788,230319.547206952,0.00116290983666817,883.631153163267
1025,3.77226,232803.124763518,0.00116251489668199,889.106232487915
1030,3.75781,231341.835236271,0.00115378423897526,885.888613721924
1035,3.72778,228911.923741992,0.00114308305417967,880.513971683635
1040,3.69469,231352.999016006,0.00114271355057165,885.913236518082
1045,3.63899,228961.112344877,0.0011322474856981,880.623072777447
1050,3.60256,224429.44168471,0.00111736996608256,870.518475997889
1055,3.53256,221117.173230839,0.00110512284981037,863.063504807329
1060,3.42314,220067.893412206,0.00109770915386326,860.689406365001
1065,3.35264,216552.883610478,0.00108518529486832,852.691834634826
1070,3.26222,210168.866871077,0.00106666182184879,837.986568649041
1075,3.2576,213929.344049852,0.00106960818050572,846.677144495866
1080,3.18171,206898.343863125,0.0010498918923229,830.360293640481
1085,2.98798,192353.300198724,0.00101397541234178,795.635269041485
1090,2.96154,194366.843187164,0.00101366303780981,800.52436532884
1095,2.5494,170544.17931425,0.000956685958380292,740.821158491668
1100,2.20535,148207.56276282,0.000900743115290119,680.646112740514
1105,1.89102,128584.814997444,0.00084898685584131,623.667606108345
1110,1.55577,106274.24480471,0.000787728296142867,553.002351360239
1115,0.68922,46301.6835756492,0.000604252029647851,312.528995740497
1120,0.2347,15979.6333163345,0.000486490488800964,133.152037894213
1125,0.16485,11530.2297962524,0.000465151571177753,99.9409716757362
1130,0.263,18452.8676879223,0.000492477687340252,150.597685756185
1135,0.2434,16913.2741747008,0.000483954845401493,139.81717642245
1140,0.54357,38704.8921574727,0.000564807085602147,273.321429449527
1145,0.32561,23794.1421454165,0.000507269184797893,186.147518575609
1150,0.43634,31570.2223132705,0.000534361503954013,233.53710751353
1155,0.68478,48695.1947607541,0.000591237056683601,324.300376359204
1160,1.11373,80651.0131514377,0.000685238787943511,461.589923928934
1165,1.51237,112298.726025093,0.00076570164422897,572.79137808518
1170,1.90078,142711.98346933,0.00083448590003214,665.1134069235
1175,1.90481,144608.938266003,0.000835205932736044,670.510251484271
1180,1.881,144384.634785738,0.0008311651745912,669.874071990378
1185,1.83398,142327.694264541,0.000823062198774478,664.01547879828
1190,1.95301,152201.865682523,0.000841346668691178,691.74455864355
1195,2.06616,161693.923932857,0.000858125398292432,717.512476877158
1200,1.90225,149492.517483784,0.000828475099815005,684.233599931464
1205,1.97166,157679.172978191,0.000842548324356279,706.714740017941
1210,2.06378,169020.899796045,0.000862643611529944,736.85613792775
1215,2.1335,177729.453336727,0.000876695565493431,759.273830278074
1220,2.26991,189868.403363069,0.000896966103324465,789.563749817437
1225,2.24636,188668.87389659,0.000890984754790371,786.61763428814
1230,2.35252,200932.466268725,0.000910711611068675,816.280709463736
1235,2.39954,207082.833997165,0.000918465191210241,830.792203452524
1240,2.42086,209768.094894594,0.000919692305516756,837.055475382549
1245,2.39289,208180.856946679,0.000913099215405715,833.358530115366
1250,2.34038,208287.373903186,0.000909640911074919,833.607097886506
1255,2.24727,204520.101474792,0.000899154302944228,824.774009946544
1260,2.03913,188578.504597138,0.000866064993604485,786.395276370022
1265,1.74459,161985.357732677,0.00081122177739217,718.290702048433
1270,1.66959,158431.038014666,0.000800934387458765,708.747943512696
1275,1.99777,193668.777199858,0.00086529835061507,798.832471492246
1280,2.04281,198810.612374013,0.000871296266034834,811.219200119632
1285,2.09904,203894.553654261,0.000877044507836122,823.298878846546
1290,2.01415,197553.030189544,0.000862275434634413,808.205675365748
1295,1.9092,191246.208457778,0.000847532288867351,792.93545370185
1300,1.73896,178842.496202227,0.000821452029700067,762.096357870803
1305,1.5463,160531.10609624,0.000783539583393101,714.399899971829
1310,1.35911,143207.724074524,0.000746307244686339,666.52744367913
1315,1.21286,129691.122834215,0.000715725751198952,626.997420797365
1320,1.11321,121428.349717066,0.000695578294015372,601.753912681396
1325,1.00085,107841.481156362,0.000663402087252657,558.205207845488
1330,0.55311,61456.4740965726,0.000548623301154784,383.107679818909
1335,0.49192,54578.8125092451,0.00052796819790479,352.191212913798
1340,0.3955,44285.898111554,0.000496976137532407,302.408885759027
1345,0.1304,15145.1163500406,0.000402147649293782,127.109533251698
1350,0.01475,1763.6938922146,0.000349999202209433,16.6043235622077
1355,0.00734,905.303923975045,0.000345218244750484,8.41971722004685
1360,0.00584,744.971001085103,0.000343295783358776,6.87267398660196
1365,0.00539,693.041699591242,0.000341827212980655,6.3703529657928
1370,0.00551,713.342972225455,0.00034066190114236,6.56680419060172
1375,0.00635,838.009177881898,0.00033992583671003,7.77110685544444
1380,0.00553,744.192897097331,0.000338317354725463,6.86515180956277
1385,0.0055,746.257456384968,0.000337104260475491,6.88511025261499
1390,0.00676,927.703810030084,0.000336614900932231,8.63538717968167
1395,0.00568,792.046028700425,0.00033486974799882,7.32750573816732
1400,0.00604,850.008536193444,0.000333903216338951,7.88683627811106
1405,0.00621,891.116532680038,0.000332876991320972,8.28305972442946
1410,0.00691,1003.2694921699,0.000332136702672961,9.36210895988142
1415,0.00876,1270.94064740648,0.000332007453951458,11.9259973017922
1420,0.0096,1411.71278831061,0.000331384422390646,13.267974300907
1425,0.01609,2397.5173284887,0.000334007030069908,22.5447949356753
1430,0.02951,4434.62397552194,0.000340501673097354,41.0797981483067
1435,0.01999,3039.92073657556,0.00033410625117776,28.4796826352628
1440,0.02186,3359.64787468147,0.000334143270420009,31.4020988266824
1445,0.03708,5784.67583049733,0.000341899857646812,52.9249708512382
1450,0.06332,10004.9239692407,0.000355649706382799,87.9519353977255
1455,0.12387,19838.7270025681,0.000386880948849932,160.088006876824
1460,0.15704,25629.6877608499,0.000403390520011547,197.764488857389
